name,link,tagline,likes,usedBy
Semanttic for Figma,https://www.figma.com/community/plugin/1263162963077430077/semanttic-for-figma,"Semanttic for Figma: Import AI-generated UIs from Semanttic, enhancing your design workflow",20,707
Clip Path Generator,https://www.figma.com/community/plugin/1425512316231476496/clip-path-generator,"CSS and SVG Clip Path Generator, insert to Figma or copy generated code",2,745
Расческа,https://www.figma.com/community/plugin/1208197848976092561,Причесывайте текст перед передачей в разработку,36,697
Variable Importer/Exporter,https://www.figma.com/community/plugin/1353012706408481916/variable-importer-exporter,"Create, import, and export Figma variables with ease!",10,699
Typescale Garden Import Tool,https://www.figma.com/community/plugin/1318298863966194157/typescale-garden-import-tool,Import text styles generated through Typescale Garden,3,691
Banana Test,https://www.figma.com/community/plugin/1201931496477245125/banana-test,"Test your interfaces to UX using ""Banana-test"" so easy!",3,682
Token Collector,https://www.figma.com/community/plugin/1256012907174000208/token-collector,Convert styles and variables to JSON tokens,9,680
"Design QA: Identify, Annotate and Track",https://www.figma.com/community/plugin/1351799020694258583/design-qa-identify-annotate-and-track,Simplify design QAs with auto annotations and bug tracking,33,680
Figarc - Calculate physical spaces,https://www.figma.com/community/plugin/1379516273493167201/figarc-calculate-physical-spaces,Calculate physical spaces,25,677
Pallete'r,https://www.figma.com/community/plugin/1390281907880766162/palleter,Transform any hex code into a vibrant color card instantly!,8,673
ShapesXR,https://www.figma.com/community/plugin/1403394620934706304/shapesxr,Bring your designs to VR/MR/AR with one click and continue working on a headset or computer.,32,672
Import Original Images,https://www.figma.com/community/plugin/1368435252368741136/import-original-images,Import original big images/full-page screenshots. etc.,7,662
Grain card patterns,https://www.figma.com/community/plugin/1388508482535790679/grain-card-patterns,Apply Grain card padding and radius patterns,1,660
Variables Lint,https://www.figma.com/community/plugin/1351368257682569461/variables-lint,Linting for you document variables,19,660
LayeReName,https://www.figma.com/community/plugin/1218230304275448624/layerename,"LayeReName: Streamline layer & text renaming in Figma for consistent, efficient designs.",15,655
MailerLite,https://www.figma.com/community/plugin/1339244798192300109/mailerlite,MailerLite: Export Figma assets to File manager,10,654
Outline Layers,https://www.figma.com/community/plugin/1356484298327414205/outline-layers,Simple plugin to draw outlines around selected layers.,2,649
Instagram Multi Post Divider,https://www.figma.com/community/plugin/1404504388817621156/instagram-multi-post-divider,Effortlessly split your designs into perfect Instagram posts with auto-export frames in one click.,7,646
PopulatorAI,https://www.figma.com/community/plugin/1203062521085289911/populatorai,ChatGPT for Figma,38,641
Vector Path Editor,https://www.figma.com/community/plugin/1391765568770221941/vector-path-editor,Take full control of your vector object paths with this comprehensive plugin.,20,637
Nigerian Name Generator,https://www.figma.com/community/plugin/1393991961016390150/nigerian-name-generator,Generate Nigerian Names,38,630
GLB Viewer,https://www.figma.com/community/plugin/1338026596298286678/glb-viewer,Easily import GLB files into Figma to display 3D models.,8,630
Pure Photos Background Remover,https://www.figma.com/community/plugin/1411364231408741212/pure-photos-background-remover,Remove any background from your photos automatically,4,629
Korean iOS Syst’em All,https://www.figma.com/community/plugin/1309740789101185152/korean-ios-system-all,Converts Figma Text layer fonts to a mix of Apple SD Gothic and SF Pro.,20,622
Infinite Scrolling Text,https://www.figma.com/community/plugin/1394749405016586676/infinite-scrolling-text,Easily make a infinite scrolling animation in Figma,5,620
Textlint for Japanese,https://www.figma.com/community/plugin/1184732722591040780/textlint-for-japanese,読みやすい文章のための解析ツール,41,618
Translator ALL,https://www.figma.com/community/plugin/1357018267512203581/translator-all,翻译,10,616
"bookmarkly 🔖 | File Navigation, Presentation & To Do List",https://www.figma.com/community/plugin/1320937898200689544/bookmarkly-file-navigation-presentation-to-do-list,Custom Bookmarks and Notes + Presentation Mode + To-Do-List | Figma & FigJam,13,613
Deep Focus | A Pomodoro Timer that Counts Frames,https://www.figma.com/community/plugin/1318305479873147385/deep-focus-a-pomodoro-timer-that-counts-frames,A Focus Timer That Counts the Number of Frames Every Pomodoro Session,6,613
UMUX / CSAT Calculator,https://www.figma.com/community/plugin/1220322711364288249/umux-csat-calculator,The simple plugin to calculate UMUX-lite and CSAT scores.,7,608
Art Director Toolkit,https://www.figma.com/community/plugin/1306736204183642182/art-director-toolkit,Automate tedious design and layout tasks.,17,607
Figma2Sparkle,https://www.figma.com/community/plugin/1073893713599664764/figma2sparkle,Turn your Figma design into a real website in a click with Sparkle,8,607
Style Match,https://www.figma.com/community/plugin/1325433436569061504/style-match,Apply matching styles from library,14,607
Join paths,https://www.figma.com/community/plugin/1412495862689216586/join-paths,Join vector line paths without the hassle,34,607
Swype,https://www.figma.com/community/plugin/1199378738695800413/swype,Export your frames as a form,6,591
YouTube In-App Player,https://www.figma.com/community/plugin/1423761393357016094/youtube-in-app-player,Watch YouTube Links or Playlists inside Figma,4,597
Components Generator,https://www.figma.com/community/plugin/1343988614241454324/components-generator,A plugin help you create components quickly. 快速生成组件。,9,591
Fluent Data Viz,https://www.figma.com/community/plugin/1340143525795701315/fluent-data-viz,Auto updates angluar gradient color stops to align with the start and end of your donut chart slices,6,588
Plastic,https://www.figma.com/community/plugin/1076847809572299173/plastic,Powerful resizing tool,10,589
Variables Doc Designer,https://www.figma.com/community/plugin/1407058379342830644/variables-doc-designer,"Create and customize variable documentation with ease, keeping your documentation always up to date",12,588
Peppercorn - Match Text Styles & Scales,https://www.figma.com/community/plugin/1310966686744255271/peppercorn-match-text-styles-scales,Compare your styles with harmonious typography scales!,7,585
File Optimizer,https://www.figma.com/community/plugin/1309512888513851172/file-optimizer,"Optimize with ease: clean, align, reveal",17,585
My Invoice,https://www.figma.com/community/plugin/1430118694216929246/my-invoice,Easily create and customize invoices directly in Figma,88,613
Scandinavian Names Generator,https://www.figma.com/community/plugin/1233349529519792106/scandinavian-names-generator,Generate random Scandinavian names - with emails and companies,2,580
Font Checker,https://www.figma.com/community/plugin/1390700941853971024/font-checker,Effortlessly analyze and highlight fonts in your Figma designs.,5,582
Delete hidden layers,https://www.figma.com/community/plugin/1320810987137307451/delete-hidden-layers,"delete hidden layers, clean layers",5,579
XTM Connect - Figma,https://www.figma.com/community/plugin/971389911140395557/xtm-connect-figma,The Figma connector for XTM Cloud enables agile localization of design content.,6,577
3D Studio,https://www.figma.com/community/plugin/1319267966805322752/3d-studio,Figma 3D Studio Plugin,4,577
UChart,https://www.figma.com/community/plugin/1404821057322599271/uchart,Quickly generate charts,44,583
Dot Matrix,https://www.figma.com/community/plugin/1410900987131460115/dot-matrix,Dot Matrix is a Figma plugin that creates customisable 11x11 dot matrix icons,11,574
Selection texts,https://www.figma.com/community/plugin/1350009882561653229/selection-texts,Controls text on your page similar to how Selection colors work,10,574
Japanese Font Library,https://www.figma.com/community/plugin/1404898839237603459/japanese-font-library,日本語が使えるフォントを一覧で表示,25,570
Code Syntax Eraser,https://www.figma.com/community/plugin/1378079558111259057/code-syntax-eraser,Delete code syntax from all variables,1,563
Translate.photo - Translate your Figma Designs,https://www.figma.com/community/plugin/1337766784369244418/translate-photo-translate-your-figma-designs,Translate your Figma Designs to 75+ Languages with 1 Click.,15,562
OKX Magic Box,https://www.figma.com/community/plugin/1134408128361685785/okx-magic-box,change node name by okx magic box,12,557
Relay,https://www.figma.com/community/plugin/1324559420248570814/relay,产设研高效协同体系,39,555
File background color selector,https://www.figma.com/community/plugin/1343940003025388639/file-background-color-selector,Set the color of all Figma file pages in just one click,12,554
Unwrap Components,https://www.figma.com/community/plugin/1342083682550463905/unwrap-components,Detach within the selected area or detach all components on the page,9,552
Style Merger,https://www.figma.com/community/plugin/1310549497852945534/style-merger,Multi-language text styles,9,548
JSON to Figma Import,https://www.figma.com/community/plugin/1396123287818850149/json-to-figma-import,Generate Figma components from Figma file JSON,0,547
Apple Game,https://www.figma.com/community/plugin/1238423202667078155/apple-game,Get refreshed with this apple game!,8,545
Lingohub for Figma,https://www.figma.com/community/plugin/1091712683693829044/lingohub-for-figma,"You create, Lingohub translates",8,541
Facely,https://www.figma.com/community/plugin/1411328474069877460/facely,Facely: Instantly generate avatars and realistic datas,6,537
Single copy,https://www.figma.com/community/plugin/1149520148730928514/single-copy,"Copy fills, strokes, effects and others separately",8,537
Automotive Design for Compose,https://www.figma.com/community/plugin/1228101499915033562/automotive-design-for-compose,Enable design-driven UI development with AAOS,6,537
Sync variables,https://www.figma.com/community/plugin/1323231131829268821/sync-variables,Import/Export your figma variables to simple CSS variables,19,534
"Select, Type, Delete - easily delete multiple layers by name",https://www.figma.com/community/plugin/1316470161880444766/select-type-delete-easily-delete-multiple-layers-by-name,Select Type Delete: Your Figma Cleanup Companion,4,527
FFIT Laum,https://www.figma.com/community/plugin/1225887601055534044/ffit-laum,A plugin built to give the desing the tools to built an even more porwefull live prototype.,21,527
Uwarp Text Editor,https://www.figma.com/community/plugin/1342345245445215098/uwarp-text-editor,"Change the text to any target text, font or color you want",27,529
Review Raven (AI design review partner),https://www.figma.com/community/plugin/1358848983645897435/review-raven-ai-design-review-partner,Create with clarity: Your friendly neighbourhood AI review partner by Blursday,25,526
Page markup,https://www.figma.com/community/plugin/1073791431682533935/page-markup,Page markup,5,524
FigmaMate,https://www.figma.com/community/plugin/1246112490110927947/figmamate,All in one Plugin,13,523
Same Font size Selection,https://www.figma.com/community/plugin/1359117814422052984/same-font-size-selection,Select text objects with the same font sizequickly,2,519
Figma-to-Style-Dictionary JSON Converter,https://www.figma.com/community/plugin/1362710514082324638/figma-to-style-dictionary-json-converter,This plugin is used to export design tokens in the Style Dictionary,6,519
MagiConnect,https://www.figma.com/community/plugin/1396444450963252436/magiconnect,Connectors. Made easy,15,518
QRify - QR Code Generator,https://www.figma.com/community/plugin/1408471680403909522/qrify-qr-code-generator,Effortless QR Code Creation for Figma,2,514
HTML Tags & Attributes — attach semantic data to your design and ensure a seamless dev handoff,https://www.figma.com/community/plugin/1356693808932392729/html-tags-attributes-attach-semantic-data-to-your-design-and-ensure-a-seamless-dev-handoff,"Attach & transform designs with semantic HTML, ensuring accessibility & seamless dev handoff.",16,513
Text Styles to Variables Generator,https://www.figma.com/community/plugin/1362919033081304588/text-styles-to-variables-generator,Streamlining your process by transforming text styles into variables,14,511
MakeData AI Data Generator,https://www.figma.com/community/plugin/1333915698103003041/makedata-ai-data-generator,"Create, Replace, or Translate Data in Components, Frames, or on the Canvas",18,507
Auto Variable,https://www.figma.com/community/plugin/1268047853507734362/auto-variable,Detect and bind collection variables to layer styles,12,508
Token Export,https://www.figma.com/community/plugin/1318612019979212772/token-export,Customizable variable-to-JSON output,5,505
Remove Background - by remove.bg,https://www.figma.com/community/plugin/1427161598240689817/remove-background-by-remove-bg,"Using remove.bg API for fast, precise background removal, no sign-up needed, free credits included!",9,514
RemoveLinks,https://www.figma.com/community/plugin/1377288866548711521/removelinks,Select a frame and remove all links from the text layers inside.,5,503
Design Prisma | Styles Inspector | CSS,https://www.figma.com/community/plugin/1336241927997783599/design-prisma-styles-inspector-css,css design designer design system developer free modern styles tool dev mode dev-mode,17,501
The Break Up   ♥,https://www.figma.com/community/plugin/1241522695015731092/the-break-up,Breaking paragraphs into individual lines for animation sake.,6,501
"AI Slides Maker - Text, Video, PDF, Web Page to Slides",https://www.figma.com/community/plugin/1392756424382695953/ai-slides-maker-text-video-pdf-web-page-to-slides,AI Presentation Maker automates the Slides creation process so you can focus on what really matters.,5,501
Text to Lorem Ipsum,https://www.figma.com/community/plugin/1421510004001591232/text-to-lorem-ipsum,"Replace existing text with lorem ipsum, preserving punctuation, structure and length.",1,504
BrandIcon Generator,https://www.figma.com/community/plugin/1398053095599376224/brandicon-generator,Download Your Logo Instantly in Multiple Sizes and Formats,5,499
PackCanvas,https://www.figma.com/community/plugin/1189449915016538108/packcanvas,Auto generate compress export images as same download.,12,499
Favicon Generator,https://www.figma.com/community/plugin/1390812275442512670/favicon-generator,"Generate Favicons, App Icons, and the associated HTML meta tags based on the current node selection.",13,497
Design system builder,https://www.figma.com/community/plugin/1374351083916557543/design-system-builder,Create library in one click,24,497
Zen Keys,https://www.figma.com/community/plugin/1135806713481427889/zen-keys,Extended quick actions and tools for managing variables/collections,10,497
Rename Helper,https://www.figma.com/community/plugin/1372126247948054836/rename-helper,Effortlessly export multiple frames with a structured naming system automatic,62,494
Bulk Variables Generator,https://www.figma.com/community/plugin/1336629666888167706/bulk-variables-generator,Create sizing variables in seconds.,9,493
Easily change pictures with your mouse,https://www.figma.com/community/plugin/1345284335522124126/easily-change-pictures-with-your-mouse,Easily change pictures with your mouse,2,491
Polystar,https://www.figma.com/community/plugin/1392912403830410076/polystar,No fuss fun to use polygon-based shape generator.,40,492
"Spreadsheet to Charts - Easy, No Fuss, Word Cloud",https://www.figma.com/community/plugin/1403398775243224212/spreadsheet-to-charts-easy-no-fuss-word-cloud,Easily make Charts and Wordcloud from Spreadsheet Data.,5,489
Voiceflow Transcript,https://www.figma.com/community/plugin/1358019947661231901/voiceflow-transcript,Turn Voiceflow transcripts into Figma designs in a single click,10,484
Colorful,https://www.figma.com/community/plugin/1195964470083742471/colorful,Colorful: Your one-stop shop for color inspiration and generation.,13,483
Page Status,https://www.figma.com/community/plugin/1341731616200544042/page-status,Quickly indicate to your team the status of the pages you are working on,6,481
Simple Font Replacer,https://www.figma.com/community/plugin/1380643582596908985/simple-font-replacer,Replace your Fonts in Just 3 Clicks,3,476
[Archived] 0 - Figma to GitHub,https://www.figma.com/community/plugin/1285765028039337803/archived-0-figma-to-github,Sync Figma variables with your codebase,5,475
Font-o-matic,https://www.figma.com/community/plugin/1393383433101745773/font-o-matic,Generate fonts directly from Figma,59,473
Tolgee localization,https://www.figma.com/community/plugin/1212381421658754793/tolgee-localization,Tolgee localization in Figma documents.,11,470
Fix Detached Instances,https://www.figma.com/community/plugin/1370980398588734425/fix-detached-instances,Find and reattach detached instances without losing overrides,42,465
Simple Table Generator,https://www.figma.com/community/plugin/1338182581326620449/simple-table-generator,Easy to generate table. 快速生成表格。,1,463
Smoooth,https://www.figma.com/community/plugin/1312217233004170399/smoooth,Quickly set corner smoothing via the quick actions menu,5,462
Spec.PDF,https://www.figma.com/community/plugin/1375054290404547838/spec-pdf,Export frames to a PDF with outlines,6,457
页面统计 Statistics - MMOOFUN,https://www.figma.com/community/plugin/1332003660389047279/statistics-mmoofun,"你是否十分讨厌所谓的量化数据，那就来试试这款插件吧！If you hate the so-called quantitative data, then try this plug-in！",3,455
Variables Generator,https://www.figma.com/community/plugin/1319728928151105267/variables-generator,Generate local Figma variables using JSON,17,455
Underline it,https://www.figma.com/community/plugin/1377625430741569153/underline-it,Adds underlines to text with styles without detaching the style.,12,452
Avatars by redefy,https://www.figma.com/community/plugin/1394425970204358542/avatars-by-redefy,Add avatar by race & ethnicity,1,451
Figma-Clinch Exporter Plugin,https://www.figma.com/community/plugin/1194724814390185175/figma-clinch-exporter-plugin,Export Figma designs. Upload to the Flight Control platform. Build great ads.,6,448
ADR / Assist,https://www.figma.com/community/plugin/1382119358787645153/adr-assist,Communicate design decisions  in your Figma file with Architecture Decision Records (ADR),30,446
Rename Text : Prefix Suffix,https://www.figma.com/community/plugin/1329374260909244479/rename-text-prefix-suffix,"Enhance layer names with prefixes, suffixes, or removal for efficient localization key management.",1,443
咪虾样机,https://www.figma.com/community/plugin/1330074094218628319,选中画板中的元素，上传到插件中，然后生成到画板中进行设计,6,441
AI Text - Generated and filled in by GPT,https://www.figma.com/community/plugin/1396027544841366140/ai-text-generated-and-filled-in-by-gpt,Generate and fill input field with AI,31,439
Jumbo titles,https://www.figma.com/community/plugin/1248524894006002726/jumbo-titles,Large titles for your artboards!,3,439
Tree Generator,https://www.figma.com/community/plugin/1348333814182728568/tree-generator,Generate tree component quickly. 快速生成树形组件。,4,438
Color Swatch Generator,https://www.figma.com/community/plugin/1383278115658456725/color-swatch-generator,Generate instant color swatches and variables,4,438
tailwind-figma-codegen,https://www.figma.com/community/plugin/1405180850483924931/tailwind-figma-codegen,genere tailwind config and classes,1,433
VV-BOX,https://www.figma.com/community/plugin/1364160988670091068/vv-box,支持一键画板排序，一键添加画板前缀名，一键全局字体替换等功能；中英文界面切换，简单，好用。,21,431
Pixellink Variable Toolkit,https://www.figma.com/community/plugin/1354077578221633789/pixellink-variable-toolkit,Apply Figma Variables in a Click with Pixellink,15,425
Composables to Code,https://www.figma.com/community/plugin/1414536195807409133/composables-to-code,Map and Export your Design to Composables,2,425
Rename Layers in Bulk,https://www.figma.com/community/plugin/1365649598264568090/rename-layers-in-bulk,It is a plug-in that allows you to select all nodes of the same type and rename them at once.,0,423
TextWise - AI Translator & Paraphraser,https://www.figma.com/community/plugin/1315244788299704200/textwise-ai-translator-paraphraser,AI powerd Translator Paraphraser Summarizer and all about texts,4,420
Variable History,https://www.figma.com/community/plugin/1401484559876783981/variable-history,Variable History is a Figma plugin that helps manage and synchronize variable changes.,74,416
Variables Inspector,https://www.figma.com/community/plugin/1355055910166329140/variables-inspector,Debug your variables in designs and prototypes. The missing DevTools for Figma variables.,12,414
Text to image by Pixcleaner,https://www.figma.com/community/plugin/1363077348992733898/text-to-image-by-pixcleaner,Generate High Quality Images with AI,8,413
OrangeDAM Asset Browser,https://www.figma.com/community/plugin/1171688427471925978/orangedam-asset-browser,Synchronizing between OrangeDAM sites and Figma designs,14,407
Variants Manager,https://www.figma.com/community/plugin/1341787472715232173/variants-manager,Find and replace property names & Component Linting,16,403
Layer Names,https://www.figma.com/community/plugin/1315476496208744631/layer-names,Workflow optimization. The plugin swiftly copies layer names,9,404
Adeliom WebComponents - For Figma,https://www.figma.com/community/plugin/1309621381500130306/adeliom-webcomponents-for-figma,Transform Figma Variables into CSS and JSON objects for AWC,20,401
Quick Fill 2,https://www.figma.com/community/plugin/1347183768773392492/quick-fill-2,更强大，更灵活,27,400
Sensitive Mode,https://www.figma.com/community/plugin/1312358064688403855/sensitive-mode,Hide sensitive text information under pixel mask,27,399
Trapezoid Transformer,https://www.figma.com/community/plugin/1395061003133745159/trapezoid-transformer,Generate vector rectangles with one click.,13,398
Chart Generator,https://www.figma.com/community/plugin/1358159585557549106/chart-generator,Effortlessly create stunning rectangle charts with precision—your go-to solution .,2,396
CVA: Component Variants Automator,https://www.figma.com/community/plugin/1263631854497422865/cva-component-variants-automator,Take control of your component variants,12,394
GummyGrab (beta),https://www.figma.com/community/plugin/1268974573188158702/gummygrab-beta,Figma's screenshot sidekick,17,391
Genome Import,https://www.figma.com/community/plugin/1143283713928897621/genome-import,Create Color Palettes,14,391
Statusup: Status management,https://www.figma.com/community/plugin/1358228702624811115/statusup-status-management,Сontrol the status of task and design progress,9,391
Text Variable Generator,https://www.figma.com/community/plugin/1323499062641679905/text-variable-generator,Generate Text Variables Automatically,5,389
IconSet Maker,https://www.figma.com/community/plugin/1384003034317985195/iconset-maker,Create Icon Sets from Icons Effortlessly with Custom Sizes,3,386
Grid-Feed,https://www.figma.com/community/plugin/1397302969586800045/grid-feed,Seamlessy import your Instagram Feed into Figma,6,389
AnnoDot,https://www.figma.com/community/plugin/1346904993541432974/annodot,"Annotate, Customize, Refresh: Design Clarity Made Easy",17,384
Translator,https://www.figma.com/community/plugin/1318492589926015701/translator,Easily translate into multiple languages and create store templates.,5,384
Set Instance Property as Name,https://www.figma.com/community/plugin/1260869986356814635/set-instance-property-as-name,Rename child components based on their component attributes.,14,384
Sequence frames,https://www.figma.com/community/plugin/1331884567096449711/sequence-frames,Create thousands frames with a single click,0,382
Up Level,https://www.figma.com/community/plugin/1161380900292742927/up-level,Quickly move the selected frame up one or more levels in the frame hierarchy.,7,381
Duplicates Finder,https://www.figma.com/community/plugin/1311998013990560486/duplicates-finder,Find and select duplicates across various sets of duplicate layers within a selection.,1,381
Contrast Checker,https://www.figma.com/community/plugin/1394005938449547804/contrast-checker,See the contrast ratio of two selected layer colors,14,380
Theme Engine,https://www.figma.com/community/plugin/1351760630951154540/theme-engine,Build color systems at scale.,17,378
%Percent Area,https://www.figma.com/community/plugin/1308225272789067035/percent-area,Changes the area by a percentage of the frame,15,377
FigPop,https://www.figma.com/community/plugin/1166707377352468434/figpop,Simple single-button plugin that helps to populate your designs with JSON-data.,2,377
青木图库,https://www.figma.com/community/plugin/1384724389397523757,qingmu\AI,5,373
Snapdrop,https://www.figma.com/community/plugin/1157926797464040694/snapdrop,AirDrop for Figma,19,373
Cassini Copilot,https://www.figma.com/community/plugin/1126645732324409997/cassini-copilot,Get Design Assistance within Figma,8,371
Handoff,https://www.figma.com/community/plugin/1376124565609689822/handoff,Easily export your styles and components as design tokens.,53,370
Templify,https://www.figma.com/community/plugin/1310922971885925053/templify,"Design once, Automate the rest",28,370
View Overrides,https://www.figma.com/community/plugin/1222616373924599049/view-overrides,Find overrides in your layers quickly.,13,368
Token Mapper,https://www.figma.com/community/plugin/889923752072774330/token-mapper,Inspect and copy the Fluent Windows tokens used in a design,7,365
Alpha Remover,https://www.figma.com/community/plugin/1394199557923624613/alpha-remover,Export PNG images without alpha channels effortlessly,7,368
Radix UI + ShadCN Variable Generator,https://www.figma.com/community/plugin/1401977462200982932/radix-ui-shadcn-variable-generator,Generate variables as global and semantic tokens,13,364
Table Generator,https://www.figma.com/community/plugin/1382492649629243788/table-generator,Effortlessly generate tables with mock data.,4,360
Ruri Colors,https://www.figma.com/community/plugin/1351893205152823448/ruri-colors,Quickly convert HEX to Variable,32,361
"PonyUI Assets Export - Figma nodes to png, jpg, svg, svgr",https://www.figma.com/community/plugin/1374771874700892057/ponyui-assets-export-figma-nodes-to-png-jpg-svg-svgr,Batch export of assets right into dev workspace,3,362
RealWeather,https://www.figma.com/community/plugin/1381540434278081469/realweather,Add Real-Time Weather Data To Your Designs!,3,359
Move selection to another page,https://www.figma.com/community/plugin/1073791377495666222/move-selection-to-another-page,Move selection to another page,6,357
Analytiks,https://www.figma.com/community/plugin/1359133247543944351/analytiks,"Understand your Figma file today. Design system, components, libraries, styles analytics",14,356
Table Converter,https://www.figma.com/community/plugin/1335791112596534293/table-converter,Convert rows in a table to stickies or shapes,2,354
Variables Import by Chroma,https://www.figma.com/community/plugin/1340821814512735658/variables-import-by-chroma,A fast and practical way to import color and shade variables into Figma.,7,354
Data Template Generator,https://www.figma.com/community/plugin/1279091016427867596/data-template-generator,An alternative user friendly massive template generator with CSV / XLSX,4,353
TODO comments,https://www.figma.com/community/plugin/1396225807720172579/todo-comments,"Tturns comments in Figma into a task list. Mark tasks as resolved, respond, and assign users!",1,353
m3-variable-exporter,https://www.figma.com/community/plugin/1357242754722607687/m3-variable-exporter,Export Material Theme Builder figma variables to css variables,0,350
Copy text with HTML tags,https://www.figma.com/community/plugin/1303630671231148889/copy-text-with-html-tags,Easily transform Figma text into plug-and-play styled text for your next project's code base,6,349
QQT Fanyi,https://www.figma.com/community/plugin/1387321871992254407/qqt-fanyi,这是一个为简体中文设计的翻译插件，可将画布名称和画布中的文字翻译为繁体或者英文,7,347
Best Background Remover - ImgDesignArt,https://www.figma.com/community/plugin/1398765994270212132/best-background-remover-imgdesignart,Effortlessly remove backgrounds and create studio-quality images,1,348
String-along,https://www.figma.com/community/plugin/1273436886618882210/string-along,Complete suit of content management tools with full string variable support,8,345
Gradient Mirror,https://www.figma.com/community/plugin/1337812057219939708/gradient-mirror,Easily reverse gradients in Figma,9,341
Remove Hyperlinks / Links,https://www.figma.com/community/plugin/1408020725410663951/remove-hyperlinks-links,Get those annoying links and URLs gone! in a click!,6,339
Table of contents - Create links for prototype,https://www.figma.com/community/plugin/1341031955097429682/table-of-contents-create-links-for-prototype,Easily create a table of contents with links to be used inside your prototype,12,334
Icon Tagger,https://www.figma.com/community/plugin/1392872585524940554/icon-tagger,Make your icons easier to find with AI,18,333
Easy QR,https://www.figma.com/community/plugin/1346140110677472552/easy-qr,Unlimted QR possibilities,5,333
设计标注 Design Mark,https://www.figma.com/community/plugin/1263797755133490918/design-mark,Easily add dimensions and key points to your designs.,12,329
Background Apply To All,https://www.figma.com/community/plugin/1309637603675125789/background-apply-to-all,Quickly apply the same background colour to all pages in your file.,3,328
Handoff Focus,https://www.figma.com/community/plugin/1273990536323152741/handoff-focus,Highlight ready layers; hide the rest. Streamline your handoff process.,10,328
PageGenius,https://www.figma.com/community/plugin/1242800632135286192/pagegenius,Accelerate your Figma workflow: Automate page creation with ease!,14,328
Aspect ratio frames,https://www.figma.com/community/plugin/1350216993603250102/aspect-ratio-frames,A tool to help you create frames in aspect ratio and resize.,6,327
Alwan,https://www.figma.com/community/plugin/1343430092074543537/alwan,Apply random colors to fills and strokes of selected elements within a custom HSL range.,5,325
Beink Dream,https://www.figma.com/community/plugin/1369426402403149644/beink-dream,Transform your ideas into the greatest innovations !,6,322
Fill with Rectangle,https://www.figma.com/community/plugin/1262429637151531770/fill-with-rectangle,Quickly fill frames and groups with a rectangle.,3,322
keep ratio,https://www.figma.com/community/plugin/1164827363463875525/keep-ratio,keep ratio,4,321
Cite,https://www.figma.com/community/plugin/1259416813958499299/cite,Add citations from Zotero to your Figma and FigJam layouts,2,320
forestify,https://www.figma.com/community/plugin/1334630775573976281/forestify,create a forest from a set of trees,1,315
Khoj,https://www.figma.com/community/plugin/829240879167560536/khoj,Want to find and navigate to the artboards of your choice and see your recent searches?,12,315
thirteen23 - harmonograph,https://www.figma.com/community/plugin/1403515351214143901/thirteen23-harmonograph,Create geometric shapes blending design and technology,14,314
AI Lorem Ipsum Generator,https://www.figma.com/community/plugin/1380557771437743892/ai-lorem-ipsum-generator,Quickly generate placeholder text using AI,4,311
Aspect Ratio,https://www.figma.com/community/plugin/1410386489079773373/aspect-ratio,Select any frame in Figma and instantly resize it to popular or custom aspect ratios.,10,309
LTR to RTL - Pro,https://www.figma.com/community/plugin/1350530314561537457/ltr-to-rtl-pro,Seamlessly flip your UI designs for right-to-left languages with this powerful plugin,4,310
Spell Checker,https://www.figma.com/community/plugin/1363164306666844003/spell-checker,Check spelling of text on images,11,308
GeneXus Design Assistant,https://www.figma.com/community/plugin/1328744258781351944/genexus-design-assistant,Plugin that seamlessly integrates with GeneXus using Generative Artificial Intelligence,13,304
Structure Cleaner,https://www.figma.com/community/plugin/1397274717374299509/structure-cleaner,Keep your structure clean and remove unnecessary single-child frames. that have no properties.,36,303
Figma2UMG - Unreal Importer,https://www.figma.com/community/plugin/1368487806996965174/figma2umg-unreal-importer,Unreal Engine Importer,29,303
Simple Translation,https://www.figma.com/community/plugin/1356733380033885013/simple-translation,Seamlessly translate your designs from English into 100+ Language,7,302
Find and Select Layers,https://www.figma.com/community/plugin/1322220399137483159/find-and-select-layers,Quickly Locate and Highlight Your Desired Layers,5,302
Jira ticket find and add link,https://www.figma.com/community/plugin/1401176703985348125/jira-ticket-find-and-add-link,Instantly Transform Jira Ticket Number Texts into Clickable Links,2,301
Unfolding Variable,https://www.figma.com/community/plugin/1327929964456850347/unfolding-variable,Generate token documents effortlessly with a single click.,13,301
Bar Chart Generator,https://www.figma.com/community/plugin/1397461664553623186/bar-chart-generator,Make Bar Chart Simply.,2,300
Flatten them all,https://www.figma.com/community/plugin/1370394582431382738/flatten-them-all,Flatten every group selected with one click,0,299
Gridly,https://www.figma.com/community/plugin/1285941117867408549/gridly,"Localize Figma designs in minutes: sync, view, and manage multilingual content using Gridly.",2,298
Crucius,https://www.figma.com/community/plugin/1379456470658580472/crucius,Transform any Figma layer like you have real CSS,3,299
Guide Man,https://www.figma.com/community/plugin/1324286248533842428/guide-man,"Providing a feature to copy, paste, and replace guides within frames",15,297
DesignDuoAI - AI Design assistant,https://www.figma.com/community/plugin/1374100303780412337/designduoai-ai-design-assistant,Design in seconds using AI,11,291
Random color,https://www.figma.com/community/plugin/1352928148987152329/random-color,Adjust your color scheme as you wish.,13,288
ImagePro,https://www.figma.com/community/plugin/1379136407205425732/imagepro,"Effortlessly export images in various formats & scales, with advanced search & customization options",8,288
